fish;site;Updist3;updist;netcen;updist2;nr_species;Temp;pH;Conductivity;Nitrogen;Phosphorus;Oxygen;PI;PI_ecto;PI_endo;confactor2;weight;length;length in cm;weight in g;confactor;Sex ;gyro;tricho;glugea;contra;cystsliver;proteo;acantho;cama;angui;cistsintestine
15;19;6093;67396.48604;64632.42266;31094;1;16.2;8.3;941;0.75;0.24;8.7;0;0;0;-114.8644358;66;53;5.3;0.66;12.45;F;0;0;0;0;0;0;0;0;0;0
16;19;6093;67396.48604;64632.42266;31094;1;16.2;8.3;941;0.75;0.24;8.7;0.606060397;0.606060397;0;-85.58040331;118;56;5.6;1.18;21.07;F;2;0;0;0;0;0;0;0;0;0
17;19;6093;67396.48604;64632.42266;31094;1;16.2;8.3;941;0.75;0.24;8.7;0;0;0;-12.55929865;235;62;6.2;2.35;37.9;F;0;0;0;0;0;0;0;0;0;0
18;19;6093;67396.48604;64632.42266;31094;1;16.2;8.3;941;0.75;0.24;8.7;0.025273792;0.025273792;0;-14.67359407;33;33;3.3;0.33;10;M;0;3;0;0;0;0;0;0;0;0
19;19;6093;67396.48604;64632.42266;31094;1;16.2;8.3;941;0.75;0.24;8.7;0.025273792;0.025273792;0;-49.54829754;79;46;4.6;0.79;17.17;M;0;3;0;0;0;0;0;0;0;0
20;19;6093;67396.48604;64632.42266;31094;1;16.2;8.3;941;0.75;0.24;8.7;0.303030199;0.303030199;0;11.45995223;266;63;6.3;2.66;42.22;F;1;0;0;0;0;0;0;0;0;0
1;20;2762;76898.41061;72865.43489;40589;1;15.9;8.1;875;2;0.095;8.1;0;0;0;-3.828834797;54;35;3.5;0.54;15.43;M;0;0;0;0;0;0;0;0;0;0
4;20;2762;76898.41061;72865.43489;40589;1;15.9;8.1;875;2;0.095;8.1;0;0;0;2.7330238;20;24;2.4;0.2;8.33;F;0;0;0;0;0;0;0;0;0;0
5;20;2762;76898.41061;72865.43489;40589;1;15.9;8.1;875;2;0.095;8.1;0.353577782;0.353577782;0;-7.370323139;20;28;2.8;0.2;7.14;F;1;6;0;0;0;0;0;0;0;0
6;20;2762;76898.41061;72865.43489;40589;1;15.9;8.1;875;2;0.095;8.1;1.742615116;1.742615116;0;0.995733885;44;32;3.2;0.44;13.75;M;5;27;0;0;0;0;0;0;0;0
8;20;2762;76898.41061;72865.43489;40589;1;15.9;8.1;875;2;0.095;8.1;0.092670569;0.092670569;0;-1.572224676;20;26;2.6;0.2;7.69;M;0;11;0;0;0;0;0;0;0;0
9;20;2762;76898.41061;72865.43489;40589;1;15.9;8.1;875;2;0.095;8.1;2.44951538;2.44951538;0;-2.708608511;13;23;2.3;0.13;5.65;F;8;3;0;0;0;0;0;0;0;0
10;20;2762;76898.41061;72865.43489;40589;1;15.9;8.1;875;2;0.095;8.1;1.565698576;1.565698576;0;2.629676861;30;28;2.8;0.3;10.71;F;5;6;0;0;0;0;0;0;0;0
1;21;10425;21751.45973;58440.63861;7562;1;19.6;8;812;1;0.36;6.9;0;0;0;40.16457339;134;41;4.1;1.34;32.68;F;0;0;0;0;0;0;0;0;0;0
2;21;10425;21751.45973;58440.63861;7562;1;19.6;8;812;1;0.36;6.9;5.185342252;5.185342252;0;19.68275616;127;43;4.3;1.27;29.53;F;0;22;2;0;0;0;0;0;0;0
3;21;10425;21751.45973;58440.63861;7562;1;19.6;8;812;1;0.36;6.9;0.050547583;0.050547583;0;29.50007005;130;42;4.2;1.3;30.95;M;0;6;0;0;0;0;0;0;0;0
4;21;10425;21751.45973;58440.63861;7562;1;19.6;8;812;1;0.36;6.9;0.050547583;0.050547583;0;6.326405926;54;33;3.3;0.54;16.36;F;0;6;0;0;0;0;0;0;0;0
5;21;10425;21751.45973;58440.63861;7562;1;19.6;8;812;1;0.36;6.9;0.959893478;0.959893478;0;1.773893371;21;25;2.5;0.21;8.4;M;2;42;0;0;0;0;0;0;0;0
6;21;10425;21751.45973;58440.63861;7562;1;19.6;8;812;1;0.36;6.9;0.210614929;0.210614929;0;18.68275616;126;43;4.3;1.26;29.3;M;0;25;0;0;0;0;0;0;0;0
7;21;10425;21751.45973;58440.63861;7562;1;19.6;8;812;1;0.36;6.9;1.422991023;1.422991023;0;6.171165203;64;35;3.5;0.64;18.29;F;3;61;0;0;0;0;0;0;0;0
9;21;10425;21751.45973;58440.63861;7562;1;19.6;8;812;1;0.36;6.9;10.11794659;10.11794659;0;5.326405926;53;33;3.3;0.53;16.06;F;0;14;4;0;0;0;0;0;0;0
10;21;10425;21751.45973;58440.63861;7562;1;19.6;8;812;1;0.36;6.9;6.995224029;3.358861275;3.636362755;6.435221315;21;22;2.2;0.21;9.55;M;10;39;0;0;0;0;0;0;4;0
11;21;10425;21751.45973;58440.63861;7562;1;19.6;8;812;1;0.36;6.9;2.500000499;0;2.500000499;6.980047958;88;39;3.9;0.88;22.56;M;0;0;0;0;0;0;1;0;0;0
12;21;10425;21751.45973;58440.63861;7562;1;19.6;8;812;1;0.36;6.9;2.963160507;2.963160507;0;31.10346894;106;38;3.8;1.06;27.89;F;9;28;0;0;0;0;0;0;0;0
13;21;10425;21751.45973;58440.63861;7562;1;19.6;8;812;1;0.36;6.9;1.346914349;1.346914349;0;-27.35520276;94;45;4.5;0.94;20.89;M;4;16;0;0;0;0;0;0;0;0
14;21;10425;21751.45973;58440.63861;7562;1;19.6;8;812;1;0.36;6.9;7.525275462;7.525275462;0;-31.28719732;32;36;3.6;0.32;8.89;M;0;3;3;0;0;0;0;0;0;0
15;21;10425;21751.45973;58440.63861;7562;1;19.6;8;812;1;0.36;6.9;0.109519763;0.109519763;0;-38.49992995;62;42;4.2;0.62;14.76;M;0;13;0;0;0;0;0;0;0;0
16;21;10425;21751.45973;58440.63861;7562;1;19.6;8;812;1;0.36;6.9;0.44624835;0.44624835;0;4.171165203;62;35;3.5;0.62;17.71;M;1;17;0;0;0;0;0;0;0;0
17;21;10425;21751.45973;58440.63861;7562;1;19.6;8;812;1;0.36;6.9;0.008424597;0.008424597;0;-54.27359315;60;44;4.4;0.6;13.64;M;0;1;0;0;0;0;0;0;0;0
18;21;10425;21751.45973;58440.63861;7562;1;19.6;8;812;1;0.36;6.9;7.878853244;7.878853244;0;-6.287197317;57;36;3.6;0.57;15.83;M;1;9;3;0;0;0;0;0;0;0
19;21;10425;21751.45973;58440.63861;7562;1;19.6;8;812;1;0.36;6.9;0.016849194;0.016849194;0;-30.83910239;105;47;4.7;1.05;22.34;F;0;2;0;0;0;0;0;0;0;0
20;21;10425;21751.45973;58440.63861;7562;1;19.6;8;812;1;0.36;6.9;0.008424597;0.008424597;0;-43.33750893;44;40;4;0.44;11;M;0;1;0;0;0;0;0;0;0;0
1;22;21941;44196.46983;47879.02199;13904;6;17.3;7.1;358;2;0.12;6.5;0.202190332;0.202190332;0;22.68275616;130;43;4.3;1.3;30.23;M;0;24;0;0;0;0;0;0;0;0
2;22;21941;44196.46983;47879.02199;13904;6;17.3;7.1;358;2;0.12;6.5;0.134793555;0.134793555;0;14.45170246;143;46;4.6;1.43;31.09;M;0;16;0;0;0;0;0;0;0;0
3;22;21941;44196.46983;47879.02199;13904;6;17.3;7.1;358;2;0.12;6.5;0.016849194;0.016849194;0;23.16457339;117;41;4.1;1.17;28.54;M;0;2;0;0;0;0;0;0;0;0
4;22;21941;44196.46983;47879.02199;13904;6;17.3;7.1;358;2;0.12;6.5;0.05897218;0.05897218;0;5.644797241;127;45;4.5;1.27;28.22;M;0;7;0;0;0;0;0;0;0;0
5;22;21941;44196.46983;47879.02199;13904;6;17.3;7.1;358;2;0.12;6.5;0.067396777;0.067396777;0;22.68275616;130;43;4.3;1.3;30.23;M;0;8;0;0;0;0;0;0;0;0
7;22;21941;44196.46983;47879.02199;13904;6;17.3;7.1;358;2;0.12;6.5;0.05897218;0.05897218;0;6.629676861;34;28;2.8;0.34;12.14;M;0;7;0;0;0;0;0;0;0;0
10;22;21941;44196.46983;47879.02199;13904;6;17.3;7.1;358;2;0.12;6.5;0;0;0;8.726406849;123;44;4.4;1.23;27.95;M;0;0;0;0;0;0;0;0;0;0
11;22;21941;44196.46983;47879.02199;13904;6;17.3;7.1;358;2;0.12;6.5;0.008424597;0.008424597;0;40.66249107;128;40;4;1.28;32;M;0;1;0;0;0;0;0;0;0;0
12;22;21941;44196.46983;47879.02199;13904;6;17.3;7.1;358;2;0.12;6.5;0.016849194;0.016849194;0;4.682756158;112;43;4.3;1.12;26.05;F;0;2;0;0;0;0;0;0;0;0
13;22;21941;44196.46983;47879.02199;13904;6;17.3;7.1;358;2;0.12;6.5;0.917515286;0.008424597;0.909090689;27.71280268;91;36;3.6;0.91;25.28;F;0;1;0;0;0;0;0;0;1;0
14;22;21941;44196.46983;47879.02199;13904;6;17.3;7.1;358;2;0.12;6.5;5.464244669;5.464244669;0;-46.31724384;61;43;4.3;0.61;14.19;M;13;181;0;0;0;0;0;0;0;0
15;22;21941;44196.46983;47879.02199;13904;6;17.3;7.1;358;2;0.12;6.5;0.042122986;0.042122986;0;-70.83910239;65;47;4.7;0.65;13.83;M;0;5;0;0;0;0;0;0;0;0
16;22;21941;44196.46983;47879.02199;13904;6;17.3;7.1;358;2;0.12;6.5;0;0;0;-34.54829754;94;46;4.6;0.94;20.43;M;0;0;0;0;0;0;0;0;0;0
17;22;21941;44196.46983;47879.02199;13904;6;17.3;7.1;358;2;0.12;6.5;0;0;0;-54.49992995;46;42;4.2;0.46;10.95;F;0;0;0;0;0;0;0;0;0;0
18;22;21941;44196.46983;47879.02199;13904;6;17.3;7.1;358;2;0.12;6.5;0.008424597;0.008424597;0;-30.27359315;84;44;4.4;0.84;19.09;F;0;1;0;0;0;0;0;0;0;0
19;22;21941;44196.46983;47879.02199;13904;6;17.3;7.1;358;2;0.12;6.5;0;0;0;-41.49992995;59;42;4.2;0.59;14.05;M;0;0;0;0;0;0;0;0;0;0
20;22;21941;44196.46983;47879.02199;13904;6;17.3;7.1;358;2;0.12;6.5;0;0;0;-18.83542661;75;41;4.1;0.75;18.29;M;0;0;0;0;0;0;0;0;0;0
1;23;8318;49989.625;53511.25618;19715;7;15.1;7.2;166;2;0.16;8;0;0;0;-2.981021112;66;37;3.7;0.66;17.84;M;0;0;0;0;0;0;0;0;0;0
2;23;8318;49989.625;53511.25618;19715;7;15.1;7.2;166;2;0.16;8;0;0;0;8.980047958;90;39;3.9;0.9;23.08;M;0;0;0;0;0;0;0;0;0;0
3;23;8318;49989.625;53511.25618;19715;7;15.1;7.2;166;2;0.16;8;0;0;0;2.980047958;84;39;3.9;0.84;21.54;F;0;0;0;0;0;0;0;0;0;0
4;23;8318;49989.625;53511.25618;19715;7;15.1;7.2;166;2;0.16;8;0;0;0;3.712802683;67;36;3.6;0.67;18.61;F;0;0;0;0;0;0;0;0;0;0
5;23;8318;49989.625;53511.25618;19715;7;15.1;7.2;166;2;0.16;8;10.00842115;10.00842115;0;10.71280268;74;36;3.6;0.74;20.56;F;33;1;0;0;0;0;0;0;0;0
6;23;8318;49989.625;53511.25618;19715;7;15.1;7.2;166;2;0.16;8;0.008424597;0.008424597;0;19.66249107;107;40;4;1.07;26.75;M;0;1;0;0;0;0;0;0;0;0
7;23;8318;49989.625;53511.25618;19715;7;15.1;7.2;166;2;0.16;8;0;0;0;14.01897889;83;37;3.7;0.83;22.43;M;0;0;0;0;0;0;0;0;0;0
8;23;8318;49989.625;53511.25618;19715;7;15.1;7.2;166;2;0.16;8;0.008424597;0.008424597;0;8.103468939;83;38;3.8;0.83;21.84;M;0;1;0;0;0;0;0;0;0;0
9;23;8318;49989.625;53511.25618;19715;7;15.1;7.2;166;2;0.16;8;0.016849194;0.016849194;0;17.1711652;75;35;3.5;0.75;21.43;M;0;2;0;0;0;0;0;0;0;0
10;23;8318;49989.625;53511.25618;19715;7;15.1;7.2;166;2;0.16;8;0;0;0;13.01897889;82;37;3.7;0.82;22.16;M;0;0;0;0;0;0;0;0;0;0
11;23;8318;49989.625;53511.25618;19715;7;15.1;7.2;166;2;0.16;8;0.084245972;0.084245972;0;7.374500081;46;31;3.1;0.46;14.84;M;0;10;0;0;0;0;0;0;0;0
12;23;8318;49989.625;53511.25618;19715;7;15.1;7.2;166;2;0.16;8;0.008424597;0.008424597;0;-7.828834797;50;35;3.5;0.5;14.29;F;0;1;0;0;0;0;0;0;0;0
13;23;8318;49989.625;53511.25618;19715;7;15.1;7.2;166;2;0.16;8;0;0;0;11.99573389;55;32;3.2;0.55;17.19;F;0;0;0;0;0;0;0;0;0;0
14;23;8318;49989.625;53511.25618;19715;7;15.1;7.2;166;2;0.16;8;0;0;0;2.018978888;71;37;3.7;0.71;19.19;M;0;0;0;0;0;0;0;0;0;0
15;23;8318;49989.625;53511.25618;19715;7;15.1;7.2;166;2;0.16;8;0.909090596;0.909090596;0;-15.62549992;23;31;3.1;0.23;7.42;F;3;0;0;0;0;0;0;0;0;0
16;23;8318;49989.625;53511.25618;19715;7;15.1;7.2;166;2;0.16;8;0.303030199;0.303030199;0;-19.33750893;68;40;4;0.68;17;F;1;0;0;0;0;0;0;0;0;0
1;24;37125;35027.42509;37413.39053;461;5;22.9;8;740;2;0.58;1.9;0.143218152;0.143218152;0;17.64479724;139;45;4.5;1.39;30.89;M;0;17;0;0;0;0;0;0;0;0
2;24;37125;35027.42509;37413.39053;461;5;22.9;8;740;2;0.58;1.9;0.648693983;0.648693983;0;8.726406849;123;44;4.4;1.23;27.95;F;0;77;0;0;0;0;0;0;0;0
3;24;37125;35027.42509;37413.39053;461;5;22.9;8;740;2;0.58;1.9;1.356360145;1.356360145;0;-1.273593151;113;44;4.4;1.13;25.68;F;0;161;0;0;0;0;0;0;0;0
4;24;37125;35027.42509;37413.39053;461;5;22.9;8;740;2;0.58;1.9;0.202190332;0.202190332;0;6.451702455;135;46;4.6;1.35;29.35;F;0;24;0;0;0;0;0;0;0;0
5;24;37125;35027.42509;37413.39053;461;5;22.9;8;740;2;0.58;1.9;0.042122986;0.042122986;0;5.451702455;134;46;4.6;1.34;29.13;M;0;5;0;0;0;0;0;0;0;0
6;24;37125;35027.42509;37413.39053;461;5;22.9;8;740;2;0.58;1.9;0.682392371;0.682392371;0;16.68275616;124;43;4.3;1.24;28.84;F;0;81;0;0;0;0;0;0;0;0
7;24;37125;35027.42509;37413.39053;461;5;22.9;8;740;2;0.58;1.9;3.399671657;1.971100439;1.428571218;11.16457339;105;41;4.1;1.05;25.61;F;1;198;0;1;0;0;0;0;0;0
8;24;37125;35027.42509;37413.39053;461;5;22.9;8;740;2;0.58;1.9;0.859308912;0.859308912;0;32.64479724;154;45;4.5;1.54;34.22;M;0;102;0;0;0;0;0;0;0;0
9;24;37125;35027.42509;37413.39053;461;5;22.9;8;740;2;0.58;1.9;1.010951661;1.010951661;0;12.66249107;100;40;4;1;25;M;0;120;0;0;0;0;0;0;0;0
10;24;37125;35027.42509;37413.39053;461;5;22.9;8;740;2;0.58;1.9;2.388209489;0.050547583;2.337661906;34.16089761;170;47;4.7;1.7;36.17;M;0;6;0;1;0;0;0;0;1;0
11;24;37125;35027.42509;37413.39053;461;5;22.9;8;740;2;0.58;1.9;0.067396777;0.067396777;0;52.66249107;140;40;4;1.4;35;M;0;8;0;0;0;0;0;0;0;0
12;24;37125;35027.42509;37413.39053;461;5;22.9;8;740;2;0.58;1.9;0.016849194;0.016849194;0;33.50007005;134;42;4.2;1.34;31.9;M;0;2;0;0;0;0;0;0;0;0
1;26;21588;62693.46116;59347.2448;16041;5;18.4;8.1;958;2;0.31;5.3;0.033698389;0.033698389;0;26.71280268;90;36;3.6;0.9;25;M;0;4;0;0;0;0;0;0;0;0
2;26;21588;62693.46116;59347.2448;16041;5;18.4;8.1;958;2;0.31;5.3;0.067396777;0.067396777;0;8.773893371;28;25;2.5;0.28;11.2;M;0;8;0;0;0;0;0;0;0;0
3;26;21588;62693.46116;59347.2448;16041;5;18.4;8.1;958;2;0.31;5.3;1.835540985;1.835540985;0;-0.564778685;14;22;2.2;0.14;6.36;F;4;74;0;0;0;0;0;0;0;0
4;26;21588;62693.46116;59347.2448;16041;5;18.4;8.1;958;2;0.31;5.3;0.395956067;0.395956067;0;15.37450008;54;31;3.1;0.54;17.42;M;0;47;0;0;0;0;0;0;0;0
5;26;21588;62693.46116;59347.2448;16041;5;18.4;8.1;958;2;0.31;5.3;0.109519763;0.109519763;0;24.37450008;63;31;3.1;0.63;20.32;F;0;13;0;0;0;0;0;0;0;0
6;26;21588;62693.46116;59347.2448;16041;5;18.4;8.1;958;2;0.31;5.3;1.137065319;1.137065319;0;8.629676861;36;28;2.8;0.36;12.86;M;1;99;0;0;0;0;0;0;0;0
7;26;21588;62693.46116;59347.2448;16041;5;18.4;8.1;958;2;0.31;5.3;1.600673463;1.600673463;0;5.427775324;27;26;2.6;0.27;10.38;F;0;190;0;0;0;0;0;0;0;0
9;26;21588;62693.46116;59347.2448;16041;5;18.4;8.1;958;2;0.31;5.3;2.803030755;2.803030755;0;24.38029132;77;34;3.4;0.77;22.65;F;1;0;1;0;0;0;0;0;0;0
11;26;21588;62693.46116;59347.2448;16041;5;18.4;8.1;958;2;0.31;5.3;3.342522773;2.433432085;0.909090689;-5.55107061;29;30;3;0.29;9.67;M;5;109;0;0;0;0;0;0;1;0
12;26;21588;62693.46116;59347.2448;16041;5;18.4;8.1;958;2;0.31;5.3;0.859308912;0.859308912;0;-14.67359407;33;33;3.3;0.33;10;M;0;102;0;0;0;0;0;0;0;0
13;26;21588;62693.46116;59347.2448;16041;5;18.4;8.1;958;2;0.31;5.3;0.934874987;0.934874987;0;6.205246691;37;29;2.9;0.37;12.76;M;1;75;0;0;0;0;0;0;0;0
14;26;21588;62693.46116;59347.2448;16041;5;18.4;8.1;958;2;0.31;5.3;0.782976938;0.782976938;0;-10.00426611;33;32;3.2;0.33;10.31;M;2;21;0;0;0;0;0;0;0;0
15;26;21588;62693.46116;59347.2448;16041;5;18.4;8.1;958;2;0.31;5.3;1.187868202;1.187868202;0;-12.00426611;31;32;3.2;0.31;9.69;M;0;141;0;0;0;0;0;0;0;0
16;26;21588;62693.46116;59347.2448;16041;5;18.4;8.1;958;2;0.31;5.3;0.842204418;0.842204418;0;-6.370323139;21;28;2.8;0.21;7.5;M;1;64;0;0;0;0;0;0;0;0
17;26;21588;62693.46116;59347.2448;16041;5;18.4;8.1;958;2;0.31;5.3;1.196292799;1.196292799;0;43.50007005;144;42;4.2;1.44;34.29;M;0;142;0;0;0;0;0;0;0;0
18;26;21588;62693.46116;59347.2448;16041;5;18.4;8.1;958;2;0.31;5.3;0.202190332;0.202190332;0;-6.004266115;37;32;3.2;0.37;11.56;F;0;24;0;0;0;0;0;0;0;0
19;26;21588;62693.46116;59347.2448;16041;5;18.4;8.1;958;2;0.31;5.3;0.454672948;0.454672948;0;72.1711652;130;35;3.5;1.3;37.14;M;1;18;0;0;0;0;0;0;0;0
20;26;21588;62693.46116;59347.2448;16041;5;18.4;8.1;958;2;0.31;5.3;1.187357602;1.187357602;0;-62.35520276;59;45;4.5;0.59;13.11;M;2;69;0;0;0;0;0;0;0;0
1;28;32524;46890.91789;45740.16059;10888;11;23.4;8.5;974;2;0.37;5.6;0.185341138;0.185341138;0;20.16089761;156;47;4.7;1.56;33.19;F;0;22;0;0;0;0;0;0;0;0
2;28;32524;46890.91789;45740.16059;10888;11;23.4;8.5;974;2;0.37;5.6;0.075821375;0.075821375;0;37.64479724;159;45;4.5;1.59;35.33;M;0;9;0;0;0;0;0;0;0;0
3;28;32524;46890.91789;45740.16059;10888;11;23.4;8.5;974;2;0.37;5.6;0.050547583;0.050547583;0;23.68275616;131;43;4.3;1.31;30.47;M;0;6;0;0;0;0;0;0;0;0
5;28;32524;46890.91789;45740.16059;10888;11;23.4;8.5;974;2;0.37;5.6;0.016849194;0.016849194;0;8.712802683;72;36;3.6;0.72;20;F;0;2;0;0;0;0;0;0;0;0
6;28;32524;46890.91789;45740.16059;10888;11;23.4;8.5;974;2;0.37;5.6;0;0;0;38.98004796;120;39;3.9;1.2;30.77;M;0;0;0;0;0;0;0;0;0;0
7;28;32524;46890.91789;45740.16059;10888;11;23.4;8.5;974;2;0.37;5.6;5.025274905;5.025274905;0;17.72640685;132;44;4.4;1.32;30;F;0;3;2;0;0;0;0;0;0;0
8;28;32524;46890.91789;45740.16059;10888;11;23.4;8.5;974;2;0.37;5.6;0;0;0;6.164573389;100;41;4.1;1;24.39;F;0;0;0;0;0;0;0;0;0;0
9;28;32524;46890.91789;45740.16059;10888;11;23.4;8.5;974;2;0.37;5.6;0.016849194;0.016849194;0;13.70844478;38;27;2.7;0.38;14.07;F;0;2;0;0;0;0;0;0;0;0
10;28;32524;46890.91789;45740.16059;10888;11;23.4;8.5;974;2;0.37;5.6;0.033698389;0.033698389;0;20.32640593;68;33;3.3;0.68;20.61;M;0;4;0;0;0;0;0;0;0;0
11;28;32524;46890.91789;45740.16059;10888;11;23.4;8.5;974;2;0.37;5.6;0.522325025;0.522325025;0;-27.31724384;80;43;4.3;0.8;18.6;F;0;62;0;0;0;0;0;0;0;0
12;28;32524;46890.91789;45740.16059;10888;11;23.4;8.5;974;2;0.37;5.6;1.37320934;1.37320934;0;0.726406849;115;44;4.4;1.15;26.14;F;0;163;0;0;0;0;0;0;0;0
13;28;32524;46890.91789;45740.16059;10888;11;23.4;8.5;974;2;0.37;5.6;2.940184414;2.940184414;0;18.16457339;112;41;4.1;1.12;27.32;M;0;349;0;0;0;0;0;0;0;0
14;28;32524;46890.91789;45740.16059;10888;11;23.4;8.5;974;2;0.37;5.6;2.502105361;2.502105361;0;-2.317243842;105;43;4.3;1.05;24.42;F;0;297;0;0;0;0;0;0;0;0
15;28;32524;46890.91789;45740.16059;10888;11;23.4;8.5;974;2;0.37;5.6;0.71609076;0.71609076;0;-5.896531061;69;38;3.8;0.69;18.16;M;0;85;0;0;0;0;0;0;0;0
16;28;32524;46890.91789;45740.16059;10888;11;23.4;8.5;974;2;0.37;5.6;0.042122986;0.042122986;0;-32.27359315;82;44;4.4;0.82;18.64;F;0;5;0;0;0;0;0;0;0;0
17;28;32524;46890.91789;45740.16059;10888;11;23.4;8.5;974;2;0.37;5.6;0.067396777;0.067396777;0;-0.287197317;63;36;3.6;0.63;17.5;F;0;8;0;0;0;0;0;0;0;0
18;28;32524;46890.91789;45740.16059;10888;11;23.4;8.5;974;2;0.37;5.6;0.084245972;0.084245972;0;-7.828834797;50;35;3.5;0.5;14.29;M;0;10;0;0;0;0;0;0;0;0
19;28;32524;46890.91789;45740.16059;10888;11;23.4;8.5;974;2;0.37;5.6;2.354511101;0.016849194;2.337661906;-29.27359315;85;44;4.4;0.85;19.32;M;0;2;0;1;0;0;0;0;1;0
20;28;32524;46890.91789;45740.16059;10888;11;23.4;8.5;974;2;0.37;5.6;0.008424597;0.008424597;0;-51.31724384;56;43;4.3;0.56;13.02;M;0;1;0;0;0;0;0;0;0;0
1;29;8411;39137.99383;73590.70441;14625;3;17.9;7.7;762;2;0.1;8.1;0;0;0;9.500070046;110;42;4.2;1.1;26.19;F;0;0;0;0;0;0;0;0;0;0
2;29;8411;39137.99383;73590.70441;14625;3;17.9;7.7;762;2;0.1;8.1;0.016849194;0.016849194;0;8.726406849;123;44;4.4;1.23;27.95;F;0;2;0;0;0;0;0;0;0;0
4;29;8411;39137.99383;73590.70441;14625;3;17.9;7.7;762;2;0.1;8.1;0.303030199;0.303030199;0;14.38029132;67;34;3.4;0.67;19.71;F;1;0;0;0;0;0;0;0;0;0
5;29;8411;39137.99383;73590.70441;14625;3;17.9;7.7;762;2;0.1;8.1;0.639758786;0.639758786;0;12.16457339;106;41;4.1;1.06;25.85;M;2;4;0;0;0;0;0;0;0;0
6;29;8411;39137.99383;73590.70441;14625;3;17.9;7.7;762;2;0.1;8.1;0.303030199;0.303030199;0;7.326405926;55;33;3.3;0.55;16.67;M;1;0;0;0;0;0;0;0;0;0
7;29;8411;39137.99383;73590.70441;14625;3;17.9;7.7;762;2;0.1;8.1;0.042122986;0.042122986;0;31.78615784;175;48;4.8;1.75;36.46;F;0;5;0;0;0;0;0;0;0;0
8;29;8411;39137.99383;73590.70441;14625;3;17.9;7.7;762;2;0.1;8.1;10.1010944;0.101095166;9.99999923;6.662491068;94;40;4;0.94;23.5;F;0;12;0;0;0;0;0;1;0;0
10;29;8411;39137.99383;73590.70441;14625;3;17.9;7.7;762;2;0.1;8.1;0.033698389;0.033698389;0;10.99573389;54;32;3.2;0.54;16.88;F;0;4;0;0;0;0;0;0;0;0
1;30;7893;29684.13812;45131.07839;6985;8;22.5;7.8;734;5.6;0.44;2.5;0.984912063;0.075821375;0.909090689;13.50007005;114;42;4.2;1.14;27.14;M;0;9;0;0;0;0;0;0;1;0
2;30;7893;29684.13812;45131.07839;6985;8;22.5;7.8;734;5.6;0.44;2.5;4.105806207;0.859053612;3.246752595;1.662491068;89;40;4;0.89;22.25;M;1;66;0;1;0;0;0;0;2;0
3;30;7893;29684.13812;45131.07839;6985;8;22.5;7.8;734;5.6;0.44;2.5;7.231878836;1.777334704;5.454544132;2.164573389;96;41;4.1;0.96;23.41;F;1;175;0;0;0;0;0;0;6;0
4;30;7893;29684.13812;45131.07839;6985;8;22.5;7.8;734;5.6;0.44;2.5;0;0;0;51.34125825;202;49;4.9;2.02;41.22;M;0;0;0;0;0;0;0;0;0;0
5;30;7893;29684.13812;45131.07839;6985;8;22.5;7.8;734;5.6;0.44;2.5;0.101095166;0.101095166;0;6.164573389;100;41;4.1;1;24.39;M;0;12;0;0;0;0;0;0;0;0
6;30;7893;29684.13812;45131.07839;6985;8;22.5;7.8;734;5.6;0.44;2.5;1.70151333;1.70151333;0;-1.317243842;106;43;4.3;1.06;24.65;F;1;166;0;0;0;0;0;0;0;0
7;30;7893;29684.13812;45131.07839;6985;8;22.5;7.8;734;5.6;0.44;2.5;0;0;0;7.662491068;95;40;4;0.95;23.75;F;0;0;0;0;0;0;0;0;0;0
10;30;7893;29684.13812;45131.07839;6985;8;22.5;7.8;734;5.6;0.44;2.5;0.774552341;0.774552341;0;33.68275616;141;43;4.3;1.41;32.79;M;2;20;0;0;0;0;0;0;0;0
1;31;23430;2368.890831;43713.21298;1004;6;20.2;7.7;671;2;0.26;4.2;1.010951661;1.010951661;0;-0.835426611;93;41;4.1;0.93;22.68;F;0;120;0;0;0;0;0;0;0;0
2;31;23430;2368.890831;43713.21298;1004;6;20.2;7.7;671;2;0.26;4.2;0.008424597;0.008424597;0;15.68275616;123;43;4.3;1.23;28.6;M;0;1;0;0;0;0;0;0;0;0
3;31;23430;2368.890831;43713.21298;1004;6;20.2;7.7;671;2;0.26;4.2;2.533698946;2.533698946;0;6.500070046;107;42;4.2;1.07;25.48;M;0;4;1;0;0;0;0;0;0;0
4;31;23430;2368.890831;43713.21298;1004;6;20.2;7.7;671;2;0.26;4.2;2.516849751;2.516849751;0;8.726406849;123;44;4.4;1.23;27.95;M;0;2;1;0;0;0;0;0;0;0
5;31;23430;2368.890831;43713.21298;1004;6;20.2;7.7;671;2;0.26;4.2;2.48449036;1.575399672;0.909090689;2.164573389;96;41;4.1;0.96;23.41;F;0;187;0;0;0;0;0;0;1;0
6;31;23430;2368.890831;43713.21298;1004;6;20.2;7.7;671;2;0.26;4.2;5.00842567;0.008424597;5.000001073;27.78615784;171;48;4.8;1.71;35.63;F;0;1;0;0;0;1;0;0;0;0
8;31;23430;2368.890831;43713.21298;1004;6;20.2;7.7;671;2;0.26;4.2;0.160067346;0.160067346;0;29.16457339;123;41;4.1;1.23;30;M;0;19;0;0;0;0;0;0;0;0
9;31;23430;2368.890831;43713.21298;1004;6;20.2;7.7;671;2;0.26;4.2;2.643218709;2.643218709;0;23.71280268;87;36;3.6;0.87;24.17;M;0;17;1;0;0;0;0;0;0;0
