fish;site;Updist3;updist;netcen;updist2;nr_species;Temp;pH;Conductivity;Nitrogen;Phosphorus;Oxygen;PI;PI_ecto;PI_endo;confactor2;weight;length;length in cm;weight in g;confactor;Sex ;gyro;tricho;glugea;contra;cystsliver;proteo;acantho;cama;angui;cistsintestine
1;41;13650;20943.65897;60481.18795;7280;3;21.6;8.2;885;1;0.28;7;1.018610452;0.109519763;0.909090689;8.374500081;47;31;3.1;0.47;15.16;M;0;13;0;0;0;0;0;0;1;0
2;41;13650;20943.65897;60481.18795;7280;3;21.6;8.2;885;1;0.28;7;0.008424597;0.008424597;0;5.500070046;106;42;4.2;1.06;25.24;M;0;1;0;0;0;0;0;0;0;0
3;41;13650;20943.65897;60481.18795;7280;3;21.6;8.2;885;1;0.28;7;0;0;0;2.662491068;90;40;4;0.9;22.5;F;0;0;0;0;0;0;0;0;0;0
4;41;13650;20943.65897;60481.18795;7280;3;21.6;8.2;885;1;0.28;7;11.87832044;0.92593979;10.95238065;15.16457339;109;41;4.1;1.09;26.59;M;3;2;0;3;2;0;0;0;0;0
5;41;13650;20943.65897;60481.18795;7280;3;21.6;8.2;885;1;0.28;7;6.748451506;0.319879393;6.428572114;12.01897889;81;37;3.7;0.81;21.89;F;1;2;0;1;0;0;0;0;0;1
6;41;13650;20943.65897;60481.18795;7280;3;21.6;8.2;885;1;0.28;7;1.698158327;0.26958711;1.428571218;-3.370323139;24;28;2.8;0.24;8.57;F;0;32;0;1;0;0;0;0;0;0
7;41;13650;20943.65897;60481.18795;7280;3;21.6;8.2;885;1;0.28;7;15.9343639;0.025273792;15.90909011;2.380291324;55;34;3.4;0.55;16.18;M;0;3;0;7;0;0;0;0;1;1
8;41;13650;20943.65897;60481.18795;7280;3;21.6;8.2;885;1;0.28;7;5.025274687;0.025273792;5.000000896;-4.337508932;83;40;4;0.83;20.75;F;0;3;0;0;0;0;0;0;0;1
9;41;13650;20943.65897;60481.18795;7280;3;21.6;8.2;885;1;0.28;7;6.215749727;0.025273792;6.190475936;11.45170246;140;46;4.6;1.4;30.43;F;0;3;0;2;1;0;0;0;0;0
10;41;13650;20943.65897;60481.18795;7280;3;21.6;8.2;885;1;0.28;7;0;0;0;16.66249107;104;40;4;1.04;26;F;0;0;0;0;0;0;0;0;0;0
11;41;13650;20943.65897;60481.18795;7280;3;21.6;8.2;885;1;0.28;7;1.212120794;1.212120794;0;26.38029132;79;34;3.4;0.79;23.24;M;4;0;0;0;0;0;0;0;0;0
12;41;13650;20943.65897;60481.18795;7280;3;21.6;8.2;885;1;0.28;7;0.707155563;0.707155563;0;13.99573389;57;32;3.2;0.57;17.81;M;2;12;0;0;0;0;0;0;0;0
13;41;13650;20943.65897;60481.18795;7280;3;21.6;8.2;885;1;0.28;7;5.247940935;2.390798499;2.857142436;17.71280268;81;36;3.6;0.81;22.5;F;7;32;0;2;0;0;0;0;0;0
14;41;13650;20943.65897;60481.18795;7280;3;21.6;8.2;885;1;0.28;7;13.49690301;0.639758786;12.85714423;19.71280268;83;36;3.6;0.83;23.06;F;2;4;0;2;0;0;0;0;0;2
15;41;13650;20943.65897;60481.18795;7280;3;21.6;8.2;885;1;0.28;7;0;0;0;16.1711652;74;35;3.5;0.74;21.14;F;0;0;0;0;0;0;0;0;0;0
16;41;13650;20943.65897;60481.18795;7280;3;21.6;8.2;885;1;0.28;7;6.886809319;0.311454796;1.818181377;13.01897889;82;37;3.7;0.82;22.16;M;0;12;0;3;0;0;1;0;0;0
16;41;13650;20943.65897;60481.18795;7280;3;21.6;8.2;885;1;0.28;7;2.129636173;0.101095166;6.785714153;5.164573389;99;41;4.1;0.99;24.15;F;1;1;0;0;0;0;0;0;2;0
17;41;13650;20943.65897;60481.18795;7280;3;21.6;8.2;885;1;0.28;7;1.52357559;1.52357559;0;-11.8288348;46;35;3.5;0.46;13.14;F;5;1;0;0;0;0;0;0;0;0
18;41;13650;20943.65897;60481.18795;7280;3;21.6;8.2;885;1;0.28;7;1.540424784;1.540424784;0;-2.673594074;45;33;3.3;0.45;13.64;M;5;3;0;0;0;0;0;0;0;0
20;41;13650;20943.65897;60481.18795;7280;3;21.6;8.2;885;1;0.28;7;0.934364387;0.934364387;0;-4.794753309;26;29;2.9;0.26;8.97;F;3;3;0;0;0;0;0;0;0;0
1;42;9393;25423.6562;64836.74081;11806;4;18.8;8;776;2.1;0.56;8.5;4.335031129;2.516849751;1.818181377;7.44892939;42;30;3;0.42;14;M;0;2;1;0;0;0;0;0;2;0
2;42;9393;25423.6562;64836.74081;11806;4;18.8;8;776;2.1;0.56;8.5;0.042122986;0.042122986;0;0.164573389;94;41;4.1;0.94;22.93;M;0;5;0;0;0;0;0;0;0;0
3;42;9393;25423.6562;64836.74081;11806;4;18.8;8;776;2.1;0.56;8.5;0.690306369;0.690306369;0;3.018978888;72;37;3.7;0.72;19.46;M;2;10;0;0;0;0;0;0;0;0
4;42;9393;25423.6562;64836.74081;11806;4;18.8;8;776;2.1;0.56;8.5;0.042122986;0.042122986;0;3.374500081;42;31;3.1;0.42;13.55;F;0;5;0;0;0;0;0;0;0;0
5;42;9393;25423.6562;64836.74081;11806;4;18.8;8;776;2.1;0.56;8.5;0.673457174;0.673457174;0;7.500070046;108;42;4.2;1.08;25.71;M;2;8;0;0;0;0;0;0;0;0
6;42;9393;25423.6562;64836.74081;11806;4;18.8;8;776;2.1;0.56;8.5;1.196292799;1.196292799;0;8.662491068;96;40;4;0.96;24;F;0;142;0;0;0;0;0;0;0;0
7;42;9393;25423.6562;64836.74081;11806;4;18.8;8;776;2.1;0.56;8.5;2.872021737;2.872021737;0;14.1711652;72;35;3.5;0.72;20.57;M;3;233;0;0;0;0;0;0;0;0
8;42;9393;25423.6562;64836.74081;11806;4;18.8;8;776;2.1;0.56;8.5;3.064000374;3.064000374;0;15.72640685;130;44;4.4;1.3;29.55;M;10;4;0;0;0;0;0;0;0;0
9;42;9393;25423.6562;64836.74081;11806;4;18.8;8;776;2.1;0.56;8.5;0.918281092;0.918281092;0;11.99573389;55;32;3.2;0.55;17.19;F;0;109;0;0;0;0;0;0;0;0
10;42;9393;25423.6562;64836.74081;11806;4;18.8;8;776;2.1;0.56;8.5;0.008424597;0.008424597;0;27.16457339;121;41;4.1;1.21;29.51;F;0;1;0;0;0;0;0;0;0;0
11;42;9393;25423.6562;64836.74081;11806;4;18.8;8;776;2.1;0.56;8.5;0.126368958;0.126368958;0;1.44892939;36;30;3;0.36;12;F;0;15;0;0;0;0;0;0;0;0
13;42;9393;25423.6562;64836.74081;11806;4;18.8;8;776;2.1;0.56;8.5;7.197158689;7.197158689;0;-4.673594074;43;33;3.3;0.43;13.03;M;23;27;0;0;0;0;0;0;0;0
14;42;9393;25423.6562;64836.74081;11806;4;18.8;8;776;2.1;0.56;8.5;1.883244165;0.454672948;1.428571218;2.103468939;77;38;3.8;0.77;20.26;M;1;18;0;1;0;0;0;0;0;0
15;42;9393;25423.6562;64836.74081;11806;4;18.8;8;776;2.1;0.56;8.5;1.119960825;1.119960825;0;-5.29155522;19;27;2.7;0.19;7.04;M;2;61;0;0;0;0;0;0;0;0
16;42;9393;25423.6562;64836.74081;11806;4;18.8;8;776;2.1;0.56;8.5;0.067396777;0.067396777;0;-6.981021112;62;37;3.7;0.62;16.76;M;0;8;0;0;0;0;0;0;0;0
17;42;9393;25423.6562;64836.74081;11806;4;18.8;8;776;2.1;0.56;8.5;0.454672948;0.454672948;0;-9.828834797;48;35;3.5;0.48;13.71;F;1;18;0;0;0;0;0;0;0;0
18;42;9393;25423.6562;64836.74081;11806;4;18.8;8;776;2.1;0.56;8.5;1.624670756;1.624670756;0;-12.62549992;26;31;3.1;0.26;8.39;F;5;13;0;0;0;0;0;0;0;0
19;42;9393;25423.6562;64836.74081;11806;4;18.8;8;776;2.1;0.56;8.5;0.252737915;0.252737915;0;3.374500081;42;31;3.1;0.42;13.55;F;0;30;0;0;0;0;0;0;0;0
20;42;9393;25423.6562;64836.74081;11806;4;18.8;8;776;2.1;0.56;8.5;0.631844788;0.631844788;0;-12.67359407;35;33;3.3;0.35;10.61;M;0;75;0;0;0;0;0;0;0;0
