site;fish;parspeciesrichness;div_shannon;div_simpson;;temp;pH;conductivity;nitrogen;phosphorus;oxygen;netcen;updist;updist2;updist3;fishspeciesrichness;weight;length;confactor;Sex ;PI;gyro;tricho;glugea;ecto_screener;contra;cystsliver;proteo;acantho;cama;angui;cistsintestine;endo_screener
33;10;0;0;1;;20.4;8;580;2.1;0.19;6.6;63398.00232;26850.4624;12656;5316;3;42;30;14;F;0;0;0;0;SM;0;0;0;0;0;0;0;SM
33;11;0;0;1;;20.4;8;580;2.1;0.19;6.6;63398.00232;26850.4624;12656;5316;3;83;35;23.71;F;0;0;0;0;PH;0;0;0;0;0;0;0;PH
33;12;0;0;1;;20.4;8;580;2.1;0.19;6.6;63398.00232;26850.4624;12656;5316;3;74;34;21.76;F;0;0;0;0;ID;0;0;0;0;0;0;0;ID
33;13;1;0;0;;20.4;8;580;2.1;0.19;6.6;63398.00232;26850.4624;12656;5316;3;128;35;36.57;F;0.06;0;7;0;ID;0;0;0;0;0;0;0;PH
33;14;0;0;1;;20.4;8;580;2.1;0.19;6.6;63398.00232;26850.4624;12656;5316;3;54;42;12.86;F;0;0;0;0;ID;0;0;0;0;0;0;0;ID
33;15;NA;NA;NA;;20.4;8;580;2.1;0.19;6.6;63398.00232;26850.4624;12656;5316;3;69;NA;NA;F;3.38;0;5;0;ID;0;1;0;0;0;0;0;ID
33;16;0;0;1;;20.4;8;580;2.1;0.19;6.6;63398.00232;26850.4624;12656;5316;3;50;43;11.63;F;0;0;0;0;ID;0;0;0;0;0;0;0;ID
33;17;1;0;0;;20.4;8;580;2.1;0.19;6.6;63398.00232;26850.4624;12656;5316;3;61;42;14.52;F;0.02;0;2;0;ID;0;0;0;0;0;0;0;ID
33;18;0;0;1;;20.4;8;580;2.1;0.19;6.6;63398.00232;26850.4624;12656;5316;3;21;35;6;M;0;0;0;0;ID;0;0;0;0;0;0;0;ID
33;19;1;0;0;;20.4;8;580;2.1;0.19;6.6;63398.00232;26850.4624;12656;5316;3;36;NA;NA;M;0.01;0;1;0;ID;0;0;0;0;0;0;0;ID
33;20;1;0;0;;20.4;8;580;2.1;0.19;6.6;63398.00232;26850.4624;12656;5316;3;14;28;5;M;0.04;0;5;0;ID;0;0;0;0;0;0;0;ID
33;20;NA;NA;NA;;20.4;8;580;2.1;0.19;6.6;63398.00232;26850.4624;12656;5316;3;50;42;11.9;M;0.02;0;2;0;ID;0;0;0;0;0;0;0;ID
34;1;1;0;0;;19.5;8.1;734;3.6;0.16;7.7;65158.97932;30465.36231;5950;17084;1;123;44;27.95;F;0.02;0;2;0;SM;0;0;0;0;0;0;0;SM
34;2;1;0;0;;19.5;8.1;734;3.6;0.16;7.7;65158.97932;30465.36231;5950;17084;1;113;44;25.68;M;2.73;0;0;0;SM;0;0;0;0;0;3;0;SM
34;3;1;0;0;;19.5;8.1;734;3.6;0.16;7.7;65158.97932;30465.36231;5950;17084;1;104;43;24.19;M;0.01;0;1;0;SM;0;0;0;0;0;0;0;SM
34;4;2;0.184907399;0.08677686;;19.5;8.1;734;3.6;0.16;7.7;65158.97932;30465.36231;5950;17084;1;105;42;25;F;2.68;0;21;1;SM;0;0;0;0;0;0;0;SM
34;5;1;0;0;;19.5;8.1;734;3.6;0.16;7.7;65158.97932;30465.36231;5950;17084;1;100;42;23.81;F;0.01;0;1;0;SM;0;0;0;0;0;0;0;SM
34;6;2;0.126930545;0.054012346;;19.5;8.1;734;3.6;0.16;7.7;65158.97932;30465.36231;5950;17084;1;40;32;12.5;F;0.6;1;35;0;SM;0;0;0;0;0;0;0;SM
34;7;2;0.562335145;0.375;;19.5;8.1;734;3.6;0.16;7.7;65158.97932;30465.36231;5950;17084;1;80;39;20.51;F;2.53;0;3;1;SM;0;0;0;0;0;0;0;SM
34;8;1;0;0;;19.5;8.1;734;3.6;0.16;7.7;65158.97932;30465.36231;5950;17084;1;129;45;28.67;F;0.01;0;1;0;SM;0;0;0;0;0;0;0;SM
34;9;2;0.407694112;0.242969028;;19.5;8.1;734;3.6;0.16;7.7;65158.97932;30465.36231;5950;17084;1;55;34;16.18;F;5.31;15;91;0;SM;0;0;0;0;0;0;0;SM
34;10;2;0.271189373;0.142011834;;19.5;8.1;734;3.6;0.16;7.7;65158.97932;30465.36231;5950;17084;1;55;35;15.71;F;0.4;1;12;0;SM;0;0;0;0;0;0;0;SM
34;11;2;0.500402424;0.32;;19.5;8.1;734;3.6;0.16;7.7;65158.97932;30465.36231;5950;17084;1;62;35;17.71;M;1.01;3;12;0;PH;0;0;0;0;0;0;0;PH
34;12;1;0;0;;19.5;8.1;734;3.6;0.16;7.7;65158.97932;30465.36231;5950;17084;1;80;40;20;F;0.83;0;98;0;ID;0;0;0;0;0;0;0;ID
34;13;NA;NA;NA;;19.5;8.1;734;3.6;0.16;7.7;65158.97932;30465.36231;5950;17084;1;103;NA;NA;M;0;0;0;0;ID;0;0;0;0;0;0;0;PH
34;14;1;0;0;;19.5;8.1;734;3.6;0.16;7.7;65158.97932;30465.36231;5950;17084;1;100;41;24.39;F;0.03;0;4;0;ID;0;0;0;0;0;0;0;PH
34;15;1;0;0;;19.5;8.1;734;3.6;0.16;7.7;65158.97932;30465.36231;5950;17084;1;30;34;8.82;F;0.24;0;29;0;ID;0;0;0;0;0;0;0;SM
34;16;2;0.693147181;0.5;;19.5;8.1;734;3.6;0.16;7.7;65158.97932;30465.36231;5950;17084;1;29;36;8.06;F;0.31;1;1;0;ID;0;0;0;0;0;0;0;SM
34;17;1;0;0;;19.5;8.1;734;3.6;0.16;7.7;65158.97932;30465.36231;5950;17084;1;42;41;10.24;F;0.04;0;5;0;ID;0;0;0;0;0;0;0;SM
34;18;3;0.566085739;0.291666667;;19.5;8.1;734;3.6;0.16;7.7;65158.97932;30465.36231;5950;17084;1;58;41;14.15;F;1.82;1;10;0;ID;1;0;0;0;0;0;0;SM
34;19;2;0.116906849;0.04875;;19.5;8.1;734;3.6;0.16;7.7;65158.97932;30465.36231;5950;17084;1;26;34;7.65;M;3.66;0;39;0;ID;0;1;0;0;0;0;0;SM
34;20;2;0.124250837;0.052593134;;19.5;8.1;734;3.6;0.16;7.7;65158.97932;30465.36231;5950;17084;1;29;34;8.53;F;1.21;2;72;0;ID;0;0;0;0;0;0;0;SM
35;2;2;0.104732439;0.042533081;;17;8.1;791;2;0.22;8.5;59901.22779;62281.61413;27722;9918;6;72;37;19.46;F;0.68;1;45;0;KM;0;0;0;0;0;0;0;KM
35;3;1;0;0;;17;8.1;791;2;0.22;8.5;59901.22779;62281.61413;27722;9918;6;97;41;23.66;M;0.13;0;15;0;KM;0;0;0;0;0;0;0;KM
35;4;1;0;0;;17;8.1;791;2;0.22;8.5;59901.22779;62281.61413;27722;9918;6;123;43;28.6;F;0.31;0;37;0;KM;0;0;0;0;0;0;0;KM
35;5;2;0.169658227;0.07779401;;17;8.1;791;2;0.22;8.5;59901.22779;62281.61413;27722;9918;6;130;44;29.55;M;1.51;3;71;0;ID;0;0;0;0;0;0;0;ID
35;6;2;0.031634274;0.010008087;;17;8.1;791;2;0.22;8.5;59901.22779;62281.61413;27722;9918;6;60;34;17.65;M;11.82;6;1187;0;KM;0;0;0;0;0;0;0;KM
35;8;1;0;0;;17;8.1;791;2;0.22;8.5;59901.22779;62281.61413;27722;9918;6;36;28;12.86;F;0.07;0;8;0;KM;0;0;0;0;0;0;0;KM
35;9;1;0;0;;17;8.1;791;2;0.22;8.5;59901.22779;62281.61413;27722;9918;6;77;38;20.26;F;0.6;0;71;0;KM;0;0;0;0;0;0;0;KM
36;1;2;0.124250837;0.052593134;;18.3;8.2;879;3.1;0.4;6.5;63856.37472;66416.40839;30226;11143;3;40;31;12.9;M;0.61;1;36;0;SM;0;0;0;0;0;0;0;SM
36;2;2;0.233791659;0.1171875;;18.3;8.2;879;3.1;0.4;6.5;63856.37472;66416.40839;30226;11143;3;110;43;25.58;M;1.55;0;15;0;SM;1;0;0;0;0;0;0;SM
36;3;3;0.07560162;0.025293715;;18.3;8.2;879;3.1;0.4;6.5;63856.37472;66416.40839;30226;11143;3;63;34;18.53;M;4.94;3;309;0;SM;1;0;0;0;0;0;0;SM
36;5;3;0.119800856;0.042769376;;18.3;8.2;879;3.1;0.4;6.5;63856.37472;66416.40839;30226;11143;3;84;39;21.54;F;4.39;1;90;0;SM;0;1;0;0;0;0;0;SM
36;6;2;0.040498826;0.013422206;;18.3;8.2;879;3.1;0.4;6.5;63856.37472;66416.40839;30226;11143;3;38;31;12.26;M;1.54;1;147;0;SM;0;0;0;0;0;0;0;SM
36;7;2;0.025729776;0.007843016;;18.3;8.2;879;3.1;0.4;6.5;63856.37472;66416.40839;30226;11143;3;40;32;12.5;M;4.63;0;253;1;KM;0;0;0;0;0;0;0;KM
36;8;2;0.026077833;0.007968;;18.3;8.2;879;3.1;0.4;6.5;63856.37472;66416.40839;30226;11143;3;47;34;13.82;M;4.6;0;249;1;KM;0;0;0;0;0;0;0;KM
36;9;1;0;0;;18.3;8.2;879;3.1;0.4;6.5;63856.37472;66416.40839;30226;11143;3;42;32;13.13;F;2.96;0;351;0;KM;0;0;0;0;0;0;0;KM
36;10;2;0.051396505;0.017855694;;18.3;8.2;879;3.1;0.4;6.5;63856.37472;66416.40839;30226;11143;3;30;29;10.34;M;1.23;1;110;0;SM;0;0;0;0;0;0;0;SM
36;11;0;0;1;;18.3;8.2;879;3.1;0.4;6.5;63856.37472;66416.40839;30226;11143;3;110;40;27.5;F;0;0;0;0;PH;0;0;0;0;0;0;0;PH
36;12;1;0;0;;18.3;8.2;879;3.1;0.4;6.5;63856.37472;66416.40839;30226;11143;3;63;35;18;M;1.82;6;0;0;PH;0;0;0;0;0;0;0;PH
36;13;1;0;0;;18.3;8.2;879;3.1;0.4;6.5;63856.37472;66416.40839;30226;11143;3;57;32;17.81;M;0.68;0;81;0;ID;0;0;0;0;0;0;0;ID
36;15;2;0.194908687;0.092801904;;18.3;8.2;879;3.1;0.4;6.5;63856.37472;66416.40839;30226;11143;3;24;27;8.89;F;1.87;4;78;0;SM;0;0;0;0;0;0;0;SM
36;16;2;0.124250837;0.052593134;;18.3;8.2;879;3.1;0.4;6.5;63856.37472;66416.40839;30226;11143;3;18;32;5.63;M;2.43;4;144;0;SM;0;0;0;0;0;0;0;SM
36;17;2;0.232622807;0.116432818;;18.3;8.2;879;3.1;0.4;6.5;63856.37472;66416.40839;30226;11143;3;15;28;5.36;M;3.87;9;136;0;SM;0;0;0;0;0;0;0;SM
36;19;2;0.02787987;0.008620528;;18.3;8.2;879;3.1;0.4;6.5;63856.37472;66416.40839;30226;11143;3;21;30;7;M;4.48;2;460;0;ID;0;0;0;0;0;0;0;SM
36;20;3;0.361572635;0.165925926;;18.3;8.2;879;3.1;0.4;6.5;63856.37472;66416.40839;30226;11143;3;38;33;11.52;M;10.95;2;41;0;ID;0;0;2;0;0;0;0;SM
36;21;1;0;0;;18.3;8.2;879;3.1;0.4;6.5;63856.37472;66416.40839;30226;11143;3;14;30;4.67;F;0.21;0;25;0;ID;0;0;0;0;0;0;0;ID
38;1;3;0.660578888;0.354570637;;18;8;725;2;0.22;6;53189.11542;16286.39435;356;2869;7;45;33;13.64;F;6.94;0;15;2;SM;0;0;0;0;0;2;0;SM
38;2;2;0.171411444;0.078814036;;18;8;725;2;0.22;6;53189.11542;16286.39435;356;2869;7;65;38;17.11;F;3.32;0;70;0;SM;0;0;0;0;0;3;0;SM
38;3;3;0.311047804;0.137520661;;18;8;725;2;0.22;6;53189.11542;16286.39435;356;2869;7;42;31;13.55;F;6.04;2;51;2;ID;0;0;0;0;0;0;0;ID
38;4;2;0.529706199;0.345679012;;18;8;725;2;0.22;6;53189.11542;16286.39435;356;2869;7;70;37;18.92;F;1.88;0;7;0;SM;0;0;0;0;0;2;0;SM
38;5;3;0.261160086;0.112264514;;18;8;725;2;0.22;6;53189.11542;16286.39435;356;2869;7;47;31;15.16;F;6.31;0;48;2;SM;0;0;0;0;0;1;0;SM
38;6;1;0;0;;18;8;725;2;0.22;6;53189.11542;16286.39435;356;2869;7;52;35;14.86;F;0.4;0;48;0;ID;0;0;0;0;0;0;0;ID
38;7;3;0.668017819;0.380952381;;18;8;725;2;0.22;6;53189.11542;16286.39435;356;2869;7;62;36;17.22;F;6.27;0;16;1;SM;0;0;0;0;0;4;0;SM
38;8;1;0;0;;18;8;725;2;0.22;6;53189.11542;16286.39435;356;2869;7;46;34;13.53;F;2.33;0;276;0;PH;0;0;0;0;0;0;0;PH
38;9;3;0.193404714;0.077511111;;18;8;725;2;0.22;6;53189.11542;16286.39435;356;2869;7;53;35;15.14;F;3.71;2;72;1;ID;0;0;0;0;0;0;0;ID
38;10;2;0.04628812;0.01574704;;18;8;725;2;0.22;6;53189.11542;16286.39435;356;2869;7;73;38;19.21;M;1.96;0;125;0;PH;0;0;0;0;0;1;0;PH
38;11;;NA;NA;;18;8;725;2;0.22;6;53189.11542;16286.39435;356;2869;7;65;36;18.06;M;0.31;;37;0;SM;0;0;0;0;0;0;0;SM
38;12;3;0.067031469;0.021466989;;18;8;725;2;0.22;6;53189.11542;16286.39435;356;2869;7;27;32;8.44;F;6.58;3;457;0;SM;0;0;0;0;0;2;0;SM
38;13;3;0.956044381;0.581314879;;18;8;725;2;0.22;6;53189.11542;16286.39435;356;2869;7;46;35;13.14;F;6.14;2;9;0;SM;0;0;0;0;0;6;0;SM
38;14;;NA;NA;;18;8;725;2;0.22;6;53189.11542;16286.39435;356;2869;7;38;34;11.18;M;4.06;;50;0;SM;0;0;0;0;0;4;0;SM
38;15;;NA;NA;;18;8;725;2;0.22;6;53189.11542;16286.39435;356;2869;7;35;34;10.29;F;2.22;;156;0;SM;0;0;0;0;0;1;0;SM
38;16;2;0.693147181;0.5;;18;8;725;2;0.22;6;53189.11542;16286.39435;356;2869;7;37;35;10.57;M;1.84;0;2;0;ID;0;0;0;0;0;2;0;ID
38;17;2;0.055098576;0.019415609;;18;8;725;2;0.22;6;53189.11542;16286.39435;356;2869;7;51;35;14.57;M;1.76;0;101;0;ID;0;0;0;0;0;1;0;ID
38;18;2;0.129740695;0.055510204;;18;8;725;2;0.22;6;53189.11542;16286.39435;356;2869;7;66;39;16.92;F;1.2;0;34;0;ID;0;0;0;0;0;1;0;AD
38;19;2;0.096508961;0.038446751;;18;8;725;2;0.22;6;53189.11542;16286.39435;356;2869;7;33;30;11;M;1.33;0;50;0;ID;0;0;0;0;0;1;0;AD
38;20;0;0;1;;18;8;725;2;0.22;6;53189.11542;16286.39435;356;2869;7;40;35;11.43;F;0;0;0;0;ID;0;0;0;0;0;0;0;AD
39;1;1;0;0;;19.3;8.1;945;7.8;2.1;1.6;63663.03924;23736.38943;10148;12700;3;30;28;10.71;M;0.03;0;4;0;SM;0;0;0;0;0;0;0;SM
39;2;1;0;0;;19.3;8.1;945;7.8;2.1;1.6;63663.03924;23736.38943;10148;12700;3;56;35;16;F;0.07;0;8;0;SM;0;0;0;0;0;0;0;SM
39;3;2;0.124250837;0.052593134;;19.3;8.1;945;7.8;2.1;1.6;63663.03924;23736.38943;10148;12700;3;47;32;14.69;M;1.21;2;72;0;SM;0;0;0;0;0;0;0;SM
39;4;1;0;0;;19.3;8.1;945;7.8;2.1;1.6;63663.03924;23736.38943;10148;12700;3;43;31;13.87;F;0.03;0;3;0;SM;0;0;0;0;0;0;0;SM
39;5;3;0.38873439;0.184444444;;19.3;8.1;945;7.8;2.1;1.6;63663.03924;23736.38943;10148;12700;3;47;31;15.16;F;5.53;1;27;2;SM;0;0;0;0;0;0;0;SM
39;6;1;0;0;;19.3;8.1;945;7.8;2.1;1.6;63663.03924;23736.38943;10148;12700;3;67;35;19.14;M;0.94;0;112;0;PH;0;0;0;0;0;0;0;PH
39;7;2;0.253036975;0.129799892;;19.3;8.1;945;7.8;2.1;1.6;63663.03924;23736.38943;10148;12700;3;85;39;21.79;M;1.25;3;40;0;PH;0;0;0;0;0;0;0;PH
39;8;2;0.154076104;0.068877551;;19.3;8.1;945;7.8;2.1;1.6;63663.03924;23736.38943;10148;12700;3;54;32;16.88;M;1.06;2;54;0;PH;0;0;0;0;0;0;0;PH
39;9;2;0.175975125;0.081484835;;19.3;8.1;945;7.8;2.1;1.6;63663.03924;23736.38943;10148;12700;3;64;34;18.82;F;0.99;2;45;0;ID;0;0;0;0;0;0;0;ID
39;10;2;0.178844913;0.083175803;;19.3;8.1;945;7.8;2.1;1.6;63663.03924;23736.38943;10148;12700;3;47;30;15.67;F;0.49;1;22;0;ID;0;0;0;0;0;0;0;PH
39;11;1;0;0;;19.3;8.1;945;7.8;2.1;1.6;63663.03924;23736.38943;10148;12700;3;42;36;11.67;F;0.19;0;23;0;ID;0;0;0;0;0;0;0;ID
39;12;3;0.246406499;0.10446281;;19.3;8.1;945;7.8;2.1;1.6;63663.03924;23736.38943;10148;12700;3;59;35;16.86;M;3.54;2;52;1;ID;0;0;0;0;0;0;0;ID
39;13;1;0;0;;19.3;8.1;945;7.8;2.1;1.6;63663.03924;23736.38943;10148;12700;3;25;31;8.06;M;0.11;0;13;0;ID;0;0;0;0;0;0;0;ID
39;14;2;0.636514168;0.444444444;;19.3;8.1;945;7.8;2.1;1.6;63663.03924;23736.38943;10148;12700;3;41;38;10.79;F;0.61;2;1;0;ID;0;0;0;0;0;0;0;ID
39;15;1;0;0;;19.3;8.1;945;7.8;2.1;1.6;63663.03924;23736.38943;10148;12700;3;29;28;10.36;F;0.05;0;6;0;ID;0;0;0;0;0;0;0;ID
39;16;2;0.376770161;0.21875;;19.3;8.1;945;7.8;2.1;1.6;63663.03924;23736.38943;10148;12700;3;54;36;15;F;1.81;5;35;0;ID;0;0;0;0;0;0;0;ID
39;17;2;0.184907399;0.08677686;;19.3;8.1;945;7.8;2.1;1.6;63663.03924;23736.38943;10148;12700;3;34;31;10.97;F;0.96;2;42;0;ID;0;0;0;0;0;0;0;ID
39;18;2;0.562335145;0.375;;19.3;8.1;945;7.8;2.1;1.6;63663.03924;23736.38943;10148;12700;3;65;35;18.57;F;1.64;5;15;0;ID;0;0;0;0;0;0;0;ID
39;19;3;0.409458619;0.193905817;;19.3;8.1;945;7.8;2.1;1.6;63663.03924;23736.38943;10148;12700;3;43;34;12.65;M;2.95;1;17;1;ID;0;0;0;0;0;0;0;ID
39;20;2;0.257318641;0.132653061;;19.3;8.1;945;7.8;2.1;1.6;63663.03924;23736.38943;10148;12700;3;48;34;14.12;M;0.41;1;13;0;ID;0;0;0;0;0;0;0;ID
40;1;1;0;0;;17.6;8;672;5.9;0.56;2.5;60384.20904;20784.66418;7186;15598;2;78;39;20;F;1.18;0;140;0;ID;0;0;0;0;0;0;0;PH
40;2;1;0;0;;17.6;8;672;5.9;0.56;2.5;60384.20904;20784.66418;7186;15598;2;81;38;21.32;M;0.57;0;68;0;SM;0;0;0;0;0;0;0;SM
40;4;1;0;0;;17.6;8;672;5.9;0.56;2.5;60384.20904;20784.66418;7186;15598;2;87;40;21.75;F;0.33;0;39;0;SM;0;0;0;0;0;0;0;SM
40;5;3;0.305706507;0.139231824;;17.6;8;672;5.9;0.56;2.5;60384.20904;20784.66418;7186;15598;2;141;45;31.33;M;2.76;3;50;0;ID;1;0;0;0;0;0;0;PH
40;6;1;0;0;;17.6;8;672;5.9;0.56;2.5;60384.20904;20784.66418;7186;15598;2;90;39;23.08;M;4.47;0;530;0;PH;0;0;0;0;0;0;0;PH
40;7;2;0.035210991;0.011363265;;17.6;8;672;5.9;0.56;2.5;60384.20904;20784.66418;7186;15598;2;83;37;22.43;M;2.89;0;174;0;SM;1;0;0;0;0;0;0;SM
40;8;1;0;0;;17.6;8;672;5.9;0.56;2.5;60384.20904;20784.66418;7186;15598;2;57;34;16.76;F;1.71;0;203;0;ID;0;0;0;0;0;0;0;ID
40;9;1;0;0;;17.6;8;672;5.9;0.56;2.5;60384.20904;20784.66418;7186;15598;2;110;43;25.58;F;0.17;0;20;0;SM;0;0;0;0;0;0;0;SM
40;10;1;0;0;;17.6;8;672;5.9;0.56;2.5;60384.20904;20784.66418;7186;15598;2;47;31;15.16;M;0.87;0;103;0;ID;0;0;0;0;0;0;0;ID
40;11;3;0.151289034;0.056710775;;17.6;8;672;5.9;0.56;2.5;60384.20904;20784.66418;7186;15598;2;84;42;20;M;2.3;1;67;0;ID;1;0;0;0;0;0;0;ID
40;12;1;0;0;;17.6;8;672;5.9;0.56;2.5;60384.20904;20784.66418;7186;15598;2;25;30;8.33;M;0.55;0;65;0;ID;0;0;0;0;0;0;0;ID
40;13;1;0;0;;17.6;8;672;5.9;0.56;2.5;60384.20904;20784.66418;7186;15598;2;53;36;14.72;F;0.98;0;116;0;ID;0;0;0;0;0;0;0;ID
40;14;1;0;0;;17.6;8;672;5.9;0.56;2.5;60384.20904;20784.66418;7186;15598;2;50;37;13.51;M;0.35;0;42;0;ID;0;0;0;0;0;0;0;ID
40;15;2;0.104732439;0.042533081;;17.6;8;672;5.9;0.56;2.5;60384.20904;20784.66418;7186;15598;2;34;35;9.71;M;1.81;0;45;0;ID;1;0;0;0;0;0;0;ID
40;16;1;0;0;;17.6;8;672;5.9;0.56;2.5;60384.20904;20784.66418;7186;15598;2;29;32;9.06;F;0.29;0;34;0;ID;0;0;0;0;0;0;0;ID
40;17;1;0;0;;17.6;8;672;5.9;0.56;2.5;60384.20904;20784.66418;7186;15598;2;49;37;13.24;F;0.23;0;27;0;ID;0;0;0;0;0;0;0;ID
40;18;2;0.056465174;0.019997959;;17.6;8;672;5.9;0.56;2.5;60384.20904;20784.66418;7186;15598;2;39;32;12.19;F;2.25;0;98;0;ID;1;0;0;0;0;0;0;ID
40;19;2;0.325082973;0.18;;17.6;8;672;5.9;0.56;2.5;60384.20904;20784.66418;7186;15598;2;30;36;8.33;M;0.38;1;9;0;ID;0;0;0;0;0;0;0;ID
40;20;1;0;0;;17.6;8;672;5.9;0.56;2.5;60384.20904;20784.66418;7186;15598;2;50;38;13.16;M;0.3;0;36;0;ID;0;0;0;0;0;0;0;ID
40;21;1;0;0;;17.6;8;672;5.9;0.56;2.5;60384.20904;20784.66418;7186;15598;2;30;34;8.82;F;1.77;0;210;0;ID;0;0;0;0;0;0;0;ID
41;1;2;0.257318641;0.132653061;;21.6;8.2;885;1;0.28;7;60481.18795;20943.65897;7280;13650;3;47;31;15.16;M;1.02;0;13;0;PH;0;0;0;0;0;1;0;PH
41;2;1;0;0;;21.6;8.2;885;1;0.28;7;60481.18795;20943.65897;7280;13650;3;106;42;25.24;M;0.01;0;1;0;SM;0;0;0;0;0;0;0;SM
41;3;0;0;1;;21.6;8.2;885;1;0.28;7;60481.18795;20943.65897;7280;13650;3;90;40;22.5;F;0;0;0;0;SM;0;0;0;0;0;0;0;SM
41;4;4;1.366158848;0.74;;21.6;8.2;885;1;0.28;7;60481.18795;20943.65897;7280;13650;3;109;41;26.59;M;11.88;3;2;0;ID;3;2;0;0;0;0;0;PH
41;5;3;1.33217904;0.72;;21.6;8.2;885;1;0.28;7;60481.18795;20943.65897;7280;13650;3;81;37;21.89;F;6.75;1;2;0;ID;1;0;0;0;0;0;1;PH
41;6;2;0.135793959;0.058769513;;21.6;8.2;885;1;0.28;7;60481.18795;20943.65897;7280;13650;3;24;28;8.57;F;1.7;0;32;0;ID;1;0;0;0;0;0;0;PH
41;7;3;1.075139324;0.583333333;;21.6;8.2;885;1;0.28;7;60481.18795;20943.65897;7280;13650;3;55;34;16.18;M;15.93;0;3;0;SM;7;0;0;0;0;1;1;SM
41;8;1;0.562335145;0.375;;21.6;8.2;885;1;0.28;7;60481.18795;20943.65897;7280;13650;3;83;40;20.75;F;5.03;0;3;0;SM;0;0;0;0;0;0;1;SM
41;9;3;1.011404265;0.611111111;;21.6;8.2;885;1;0.28;7;60481.18795;20943.65897;7280;13650;3;140;46;30.43;F;6.22;0;3;0;ID;2;1;0;0;0;0;0;PH
41;10;0;0;1;;21.6;8.2;885;1;0.28;7;60481.18795;20943.65897;7280;13650;3;104;40;26;F;0;0;0;0;SM;0;0;0;0;0;0;0;SM
41;11;1;0;0;;21.6;8.2;885;1;0.28;7;60481.18795;20943.65897;7280;13650;3;79;34;23.24;M;1.21;4;0;0;PH;0;0;0;0;0;0;0;PH
41;12;2;0.410116318;0.244897959;;21.6;8.2;885;1;0.28;7;60481.18795;20943.65897;7280;13650;3;57;32;17.81;M;0.71;2;12;0;PH;0;0;0;0;0;0;0;PH
41;13;3;0.64256684;0.359309935;;21.6;8.2;885;1;0.28;7;60481.18795;20943.65897;7280;13650;3;81;36;22.5;F;5.25;7;32;0;ID;2;0;0;0;0;0;0;PH
41;14;3;1.33217904;0.72;;21.6;8.2;885;1;0.28;7;60481.18795;20943.65897;7280;13650;3;83;36;23.06;F;13.5;2;4;0;PH;2;0;0;0;0;0;2;PH
41;15;0;0;1;;21.6;8.2;885;1;0.28;7;60481.18795;20943.65897;7280;13650;3;74;35;21.14;F;0;0;0;0;ID;0;0;0;0;0;0;0;ID
41;16;3;1.039720771;0.625;;21.6;8.2;885;1;0.28;7;60481.18795;20943.65897;7280;13650;3;99;41;24.15;F;2.13;1;1;0;SM;0;0;0;0;0;2;0;SM
41;16;3;0.702918931;0.3984375;;21.6;8.2;885;1;0.28;7;60481.18795;20943.65897;7280;13650;3;82;37;22.16;M;6.89;0;12;0;ID;3;0;0;1;0;0;0;PH
41;17;2;0.450561209;0.277777778;;21.6;8.2;885;1;0.28;7;60481.18795;20943.65897;7280;13650;3;46;35;13.14;F;1.52;5;1;0;SM;0;0;0;0;0;0;0;SM
41;18;2;0.661563238;0.46875;;21.6;8.2;885;1;0.28;7;60481.18795;20943.65897;7280;13650;3;45;33;13.64;M;1.54;5;3;0;SM;0;0;0;0;0;0;0;SM
41;20;2;0.693147181;0.5;;21.6;8.2;885;1;0.28;7;60481.18795;20943.65897;7280;13650;3;26;29;8.97;F;0.93;3;3;0;ID;0;0;0;0;0;0;0;ID
42;1;3;1.054920168;0.64;;18.8;8;776;2.1;0.56;8.5;64836.74081;25423.6562;11806;9393;4;42;30;14;M;4.34;0;2;1;SM;0;0;0;0;0;2;0;SM
42;2;1;0;0;;18.8;8;776;2.1;0.56;8.5;64836.74081;25423.6562;11806;9393;4;94;41;22.93;M;0.04;0;5;0;SM;0;0;0;0;0;0;0;SM
42;3;2;0.450561209;0.277777778;;18.8;8;776;2.1;0.56;8.5;64836.74081;25423.6562;11806;9393;4;72;37;19.46;M;0.69;2;10;0;ID;0;0;0;0;0;0;0;ID
42;4;1;0;0;;18.8;8;776;2.1;0.56;8.5;64836.74081;25423.6562;11806;9393;4;42;31;13.55;F;0.04;0;5;0;SM;0;0;0;0;0;0;0;SM
42;5;2;0.500402424;0.32;;18.8;8;776;2.1;0.56;8.5;64836.74081;25423.6562;11806;9393;4;108;42;25.71;M;0.67;2;8;0;SM;0;0;0;0;0;0;0;SM
42;6;1;0;0;;18.8;8;776;2.1;0.56;8.5;64836.74081;25423.6562;11806;9393;4;96;40;24;F;1.2;0;142;0;PH;0;0;0;0;0;0;0;PH
42;7;2;0.068120803;0.025100546;;18.8;8;776;2.1;0.56;8.5;64836.74081;25423.6562;11806;9393;4;72;35;20.57;M;2.87;3;233;0;ID;0;0;0;0;0;0;0;ID
42;8;2;0.598269589;0.408163265;;18.8;8;776;2.1;0.56;8.5;64836.74081;25423.6562;11806;9393;4;130;44;29.55;M;3.06;10;4;0;PH;0;0;0;0;0;0;0;PH
42;9;1;0;0;;18.8;8;776;2.1;0.56;8.5;64836.74081;25423.6562;11806;9393;4;55;32;17.19;F;0.92;0;109;0;ID;0;0;0;0;0;0;0;ID
